OBJECTID,School Name,District,DPI Unique ID,School Type,Agency Type,Grade Range,School Style,Choice School?,Full Address,School Website,Lowest Grade,Highest Grade,CESA,District ID,School Code,Choice Reporting Type,Virtual?,Physical Street Address,City,State,ZIP Code,County,Locale Code,Locale,Latitude,Longitude,Wisconsin State Assembly,Wisconsin State Senate,US Congressional,x,y
518,Saint Katharine Drexel School,Beaver Dam Unified,S03368560,Elementary School,Private school,KG-08,Unknown,Yes,"503 S Spring St  Beaver Dam, WI 53916-2517",https://www.skds.org,KG,08,6,0336,8560,Voucher Students,No,503 S Spring St,Beaver Dam,WI,53916-2517,Dodge,32,Town - Distant,43.45163401,-88.83636498,37,13,6,614148.7108,331627.531500001
519,Saint Kilian School,Hartford J1,S24435480,Elementary School,Private school,K4-08,Unknown,Yes,"245 High St  Hartford, WI 53027-1196",https://stkiliancong.org/school,K4,08,6,2443,5480,Voucher Students,No,245 High St,Hartford,WI,53027-1196,Washington,31,Town - Fringe,43.32270551,-88.38165587,98,33,5,651217.1939,317923.337300001
520,Saint Lawrence Seminary High,New Holstein,S39415550,High School,Private school,09-12,Unknown,No,"301 Church St  Mount Calvary, WI 53057-9699",https://www.stlawrence.edu,09,12,7,3941,5550,,No,301 Church St,Mount Calvary,WI,53057-9699,Fond du Lac,42,Rural - Distant,43.82253302,-88.24935499,27,9,6,660775.0278,373651.692199999
521,Saint Leonard School,Muskego-Norway,S38575555,Elementary School,Private school,K4-08,Unknown,Yes,"W173S7777 Westwood Dr  Muskego, WI 53150-9160",https://www.stleonards.org/school,K4,08,1,3857,5555,Voucher Students,No,W173S7777 Westwood Dr,Muskego,WI,53150-9160,Waukesha,21,Suburb - Large,42.90264199,-88.13258401,84,28,5,672452.1172,271695.0274
522,Saint Lucas Grade School,Kewaskum,S28005620,Elementary School,Private school,K4-08,Unknown,Yes,"1410 Parkview  Kewaskum, WI 53040",https://www.stlucaswels.org,K4,08,6,2800,5620,Voucher Students,No,1410 Parkview,Kewaskum,WI,53040,Washington,42,Rural - Distant,43.52205612,-88.22262896,59,20,5,663639.2785,340325.3676
523,Saint Lucas Lutheran School,Milwaukee,S36195640,Elementary School,Private school,K4-08,Unknown,Yes,"648 E Dover St  Milwaukee, WI 53207",https://saintlucasbayview.org,K4,08,1,3619,5640,All Students,No,648 E Dover St,Milwaukee,WI,53207,Milwaukee,11,City - Large,42.997682,-87.90106797,19,7,4,691089.6592,282695.028999999
524,Saint Luke Grade School,River Valley,S55235660,Elementary School,Private school,K4-08,Unknown,No,"1290 Nachreiner Ave  Plain, WI 53577-9772",https://www.stlukes-plain.org,K4,08,3,5523,5660,,No,1290 Nachreiner Ave,Plain,WI,53577-9772,Sauk,43,Rural - Remote,43.27624701,-90.04964203,40,14,2,515971.9338,311493.4958
525,Saint Lukes Lutheran School,Oakfield,S40255695,Elementary School,Private school,K4-08,Unknown,Yes,"245 S 2nd St  Oakfield, WI 53065",https://www.stlukesoakfield.com,K4,08,6,4025,5695,All Students,No,245 S 2nd St,Oakfield,WI,53065,Fond du Lac,41,Rural - Fringe,43.68127599,-88.54472496,37,13,6,637298.7572,357502.797
526,Saint Marcus Lutheran School,Milwaukee,S36195710,Combined Elementary/Secondary School,Private school,K4-08,Unknown,Yes,"2215 N Palmer St  Milwaukee, WI 53212-3299",https://www.stmarcus.org,K4,08,1,3619,5710,All Students,No,2215 N Palmer St,Milwaukee,WI,53212-3299,Milwaukee,11,City - Large,43.059515,-87.91035302,16,6,4,690161.8173,289542.9596
527,Saint Margaret Mary Grade School,Neenah Joint,S38925730,Elementary School,Private school,K4-05,Unknown,Yes,"610 Division St  Neenah, WI 54956-3394",https://www.smcatholicschools.org,K4,05,6,3892,5730,Voucher Students,No,610 Division St,Neenah,WI,54956-3394,Winnebago,13,City - Small,44.17897701,-88.45599698,53,18,6,643416.7953,412910.7674
528,Saint Margaret Mary School,Milwaukee,S36195720,Elementary School,Private school,K4-08,Unknown,Yes,"3950 N 92nd St  Milwaukee, WI 53222-2587",https://www.stmmp.org,K4,08,1,3619,5720,All Students,No,3950 N 92nd St,Milwaukee,WI,53222-2587,Milwaukee,11,City - Large,43.088779,-88.02608104,12,4,4,680661.221,292564.5832
529,Saint Maria Goretti School,Madison Metropolitan,S32695735,Elementary School,Private school,KG-08,Unknown,No,"5405 Flad Ave  Madison, WI 53711-3544",https://www.stmariagoretti.org/school,KG,08,2,3269,5735,,No,5405 Flad Ave,Madison,WI,53711-3544,Dane,11,City - Large,43.03422898,-89.471541,79,27,2,563049.9476,284751.3652
530,Saint Mark's Evangelical Lutheran School,Watertown Unified,S61255770,Elementary School,Private school,K4-08,Unknown,No,"706 Jones St  Watertown, WI 53094-3852",https://www.stmarkslutheran.org,K4,08,2,6125,5770,,No,706 Jones St,Watertown,WI,53094-3852,Jefferson,31,Town - Fringe,43.19548301,-88.71753298,38,13,5,624200.3435,303321.5262
531,Saint Mark Lutheran School,Eau Claire Area,S15545757,Elementary School,Private school,K4-08,Unknown,Yes,"3307 State St  Eau Claire, WI 54701-7182",https://www.stmark-wels.org,K4,08,10,1554,5757,Voucher Students,No,3307 State St,Eau Claire,WI,54701-7182,Eau Claire,13,City - Small,44.78517398,-91.49546903,93,31,3,401694.4333,480174.156099999
532,Saint Mark Lutheran School,Green Bay Area Public,S22895737,Elementary School,Private school,KG-08,Unknown,Yes,"1167 Kenwood St  Green Bay, WI 54304-3842",https://stmls.org,KG,08,7,2289,5737,Voucher Students,No,1167 Kenwood St,Green Bay,WI,54304-3842,Brown,12,City - Midsize,44.50359501,-88.05634901,89,30,8,674506.9453,449645.8366
533,Saint Martin Lutheran School,Clintonville,S11415820,Elementary School,Private school,KG-08,Unknown,Yes,"100 S Clinton Ave  Clintonville, WI 54929-1610",https://stmlc.org,KG,08,8,1141,5820,Voucher Students,No,100 S Clinton Ave,Clintonville,WI,54929-1610,Waupaca,32,Town - Distant,44.62082799,-88.76497103,6,2,8,617979.1445,461572.3958
534,Saint Martini Lutheran School,Milwaukee,S36195830,Elementary School,Private school,K4-08,Unknown,Yes,"1520 S Cesar E Chavez Dr  Milwaukee, WI 53204-2715",https://www.luminschools.org/,K4,08,1,3619,5830,All Students,No,1520 S Cesar E Chavez Dr,Milwaukee,WI,53204-2715,Milwaukee,11,City - Large,43.01541999,-87.93261804,8,3,4,688469.3446,284601.100099999
535,Saint Mary's Springs Academy,Fond du Lac,S18626560,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"255 County Road K  Fond du Lac, WI 54937-8162",https://www.smsacademy.org,K4,12,6,1862,6560,Voucher Students,No,255 County Road K,Fond du Lac,WI,54937-8162,Fond du Lac,41,Rural - Fringe,43.78541401,-88.384496,60,20,6,649988.2577,369307.9309
536,Saint Mary Catholic High,Neenah Joint,S38925840,High School,Private school,09-12,Unknown,Yes,"1050 Zephyr Dr  Neenah, WI 54956-1389",https://www.smcatholicschools.org,09,12,6,3892,5840,Voucher Students,No,1050 Zephyr Dr,Neenah,WI,54956-1389,Winnebago,22,Suburb - Midsize,44.21240601,-88.483957,55,19,6,641113.3461,416582.216600001
537,Saint Mary Catholic Middle,Neenah Joint,S38928162,Middle School,Private school,06-08,Unknown,Yes,"1000 Zephyr Dr  Neenah, WI 54956-1389",https://www.smcatholicschools.org,06,08,6,3892,8162,Voucher Students,No,1000 Zephyr Dr,Neenah,WI,54956-1389,Winnebago,22,Suburb - Midsize,44.21327702,-88.482318,55,19,6,641242.4954,416681.379799999
538,Saint Mary Catholic School,Hilbert,S25345940,Elementary School,Private school,K4-06,Unknown,Yes,"154 S Sixth St  Hilbert, WI 54129",https://stmaryhilbert.com,K4,06,7,2534,5940,Voucher Students,No,154 S Sixth St,Hilbert,WI,54129,Calumet,42,Rural - Distant,44.13715953,-88.16154018,3,1,8,667057.697,408750.307499999
539,Saint Mary Grade School,Janesville,S26955960,Elementary School,Private school,KG-05,Unknown,No,"307 E Wall St  Janesville, WI 53545-3073",https://www.nativitymary.org,KG,05,2,2695,5960,,No,307 E Wall St,Janesville,WI,53545-3073,Rock,13,City - Small,42.68508902,-89.02161602,44,15,1,600152.8315,246309.4211
540,Saint Mary Grade School,River Ridge,S49045880,Elementary School,Private school,K4-08,Unknown,No,"531 Congress St  Bloomington, WI 53804",https://www.stmarybl.org,K4,08,3,4904,5880,,No,531 Congress St,Bloomington,WI,53804,Grant,42,Rural - Distant,42.88856275,-90.92434813,49,17,3,444521.6473,268854.3813
541,Saint Mary Grade School,Menasha Joint,S34305980,Elementary School,Private school,K4-05,Unknown,Yes,"540 2nd St  Menasha, WI 54952-3112",https://www.smcatholicschools.org,K4,05,6,3430,5980,Voucher Students,No,540 2nd St,Menasha,WI,54952-3112,Winnebago,22,Suburb - Midsize,44.20425302,-88.44396602,53,18,6,644325.313,415736.3783
542,Saint Mary of the Assumption Catholic School,Richland,S48516030,Elementary School,Private school,K4-08,Unknown,Yes,"155 W 5th St  Richland Center, WI 53581-1663",https://www.stmarysrc.com/school,K4,08,3,4851,6030,Voucher Students,No,155 W 5th St,Richland Center,WI,53581-1663,Richland,33,Town - Remote,43.34174999,-90.38595701,41,14,3,488716.1772,318839.0078
543,Saint Mary of the Immaculate Conception,Hortonville Area,S25835925,Elementary School,Private school,K4-08,Unknown,Yes,"N2387 Municipal Dr  Greenville, WI 54942-7801",https://www.stmarygreenville.org,K4,08,6,2583,5925,Voucher Students,No,N2387 Municipal Dr,Greenville,WI,54942-7801,Outagamie,22,Suburb - Midsize,44.3269,-88.53738099,56,19,8,636618.7327,429222.148600001
544,Saint Mary Parish School,Menomonee Falls,S34375990,Elementary School,Private school,K4-08,Unknown,Yes,"N89W16215 Cleveland Ave  Menomonee Falls, WI 53051-2105",https://www.stmaryparishschool.org,K4,08,1,3437,5990,Voucher Students,No,N89W16215 Cleveland Ave,Menomonee Falls,WI,53051-2105,Waukesha,21,Suburb - Large,43.18046201,-88.11114403,24,8,5,673508.0175,302586.9399
545,Saint Mary Parish School,Whitnall,S64706130,Elementary School,Private school,K4-08,Unknown,No,"9553 W Edgerton Ave  Hales Corners, WI 53130-1527",https://www.stmaryhc.org,K4,08,1,6470,6130,,No,9553 W Edgerton Ave,Hales Corners,WI,53130-1527,Milwaukee,21,Suburb - Large,42.9485635,-88.03336653,61,21,1,680433.0078,276979.2552
546,Saint Mary Saint Michael School,Valders Area,S58666550,Elementary School,Private school,K4-08,Unknown,Yes,"19 S County Road J  Cato, WI 54230-8329",https://stmarystmichael.com,K4,08,7,5866,6550,Voucher Students,No,19 S County Road J,Cato,WI,54230-8329,Manitowoc,42,Rural - Distant,44.09440905,-87.86230138,3,1,6,691117.4025,404580.5185
547,Saint Mary School,Portage Community,S45016540,Elementary School,Private school,K4-08,Unknown,No,"315 W Cook St  Portage, WI 53901-2107",https://www.stmarysportage.org,K4,08,5,4501,6540,,No,315 W Cook St,Portage,WI,53901-2107,Columbia,32,Town - Distant,43.539048,-89.46486003,40,14,6,563235.1732,340817.076300001
548,Saint Mary School,Colby,S11626290,Elementary School,Private school,K4-08,Unknown,Yes,"209 S 2nd St  Colby, WI 54421-9401",,K4,08,10,1162,6290,Voucher Students,No,209 S 2nd St,Colby,WI,54421-9401,Clark,43,Rural - Remote,44.9069456,-90.31823293,69,23,7,494877.8114,492662.572899999
549,Saint Mary School,Luxemburg-Casco,S32206370,Elementary School,Private school,K4-06,Unknown,Yes,"1406 Main St  Luxemburg, WI 54217-1308",https://www.stmarysluxemburg.org,K4,06,7,3220,6370,Voucher Students,No,1406 Main St,Luxemburg,WI,54217-1308,Kewaunee,42,Rural - Distant,44.53216502,-87.70344305,1,1,8,702471.5772,453547.3572
550,Saint Mary School,Mayville,S33676420,Elementary School,Private school,K4-03,Unknown,Yes,"28 Naber St  Mayville, WI 53050-1735",https://www.stmarymayville.org,K4,03,6,3367,6420,Voucher Students,No,28 Naber St,Mayville,WI,53050-1735,Dodge,32,Town - Distant,43.49443398,-88.540575,37,13,6,637997.764,336757.703299999
551,Saint Marys Grade School,Tomahawk,S57546530,Elementary School,Private school,K4-05,Unknown,Yes,"221 E Washington Ave  Tomahawk, WI 54487-1431",https://www.stmarysschooltomahawk.com,K4,05,9,5754,6530,Voucher Students,No,221 E Washington Ave,Tomahawk,WI,54487-1431,Lincoln,43,Rural - Remote,45.473325,-89.725298,35,12,7,541471.7189,555569.6931
552,Saint Marys Grade School,Altoona,S01126255,Elementary School,Private school,K4-05,Unknown,Yes,"1828 Lynn Ave  Altoona, WI 54720-1635",https://www.regiscatholicschools.com,K4,05,10,0112,6255,Voucher Students,No,1828 Lynn Ave,Altoona,WI,54720-1635,Eau Claire,22,Suburb - Midsize,44.806685,-91.43987899,91,31,3,406134.4525,482484.3049
553,Saint Marys Grade School,Marathon City,S33046400,Combined Elementary/Secondary School,Private school,K4-08,Unknown,No,"716 Market St  Marathon, WI 54448-0102",https://www.stmarysmarathon.org,K4,08,9,3304,6400,,No,716 Market St,Marathon,WI,54448-0102,Marathon,41,Rural - Fringe,44.92786947,-89.83872787,86,29,7,532726.6489,494950.3124
554,Saint Marys School,New Richmond,S39626555,Elementary School,Private school,K4-08,Unknown,No,"257 S Washington Ave  New Richmond, WI 54017-1533",https://www.st-marysschool.com,K4,08,11,3962,6555,,No,257 S Washington Ave,New Richmond,WI,54017-1533,Saint Croix,32,Town - Distant,45.12088002,-92.54431602,28,10,7,319891.2654,519528.175100001
555,Saint Matthew's Evangelical Lutheran School,De Soto Area,S14216667,Elementary School,Private school,K4-08,Unknown,Yes,"303 N Main St  Stoddard, WI 54658",https://www.stmatthews-wels.com/school,K4,08,4,1421,6667,Voucher Students,No,303 N Main St,Stoddard,WI,54658,Vernon,41,Rural - Fringe,43.66586599,-91.21974599,96,32,3,421660.4511,355485.191
556,Saint Matthew's Lutheran School,Oconomowoc Area,S40606662,Elementary School,Private school,K4-08,Unknown,Yes,"1650 Brown St  Oconomowoc, WI 53066-2623",https://school.smls.org,K4,08,1,4060,6662,Voucher Students,No,1650 Brown St,Oconomowoc,WI,53066-2623,Waukesha,41,Rural - Fringe,43.13799502,-88.46266797,99,33,5,645025.6187,297286.112
557,Saint Matthew Grade School,Campbellsport,S09106580,Combined Elementary/Secondary School,Private school,K4-08,Unknown,Yes,"423 Mill St  Campbellsport, WI 53010",https://stmattsschoolcampbellsport.com,K4,08,6,0910,6580,Voucher Students,No,423 Mill St,Campbellsport,WI,53010,Fond du Lac,42,Rural - Distant,43.59878956,-88.27569261,59,20,6,659174.0446,348757.252800001
558,Saint Matthew School,Oak Creek-Franklin Joint,S40186666,Elementary School,Private school,K4-08,Unknown,Yes,"9329 S Chicago Rd  Oak Creek, WI 53154-4833",https://www.stmattoc.org,K4,08,1,4018,6666,Voucher Students,No,9329 S Chicago Rd,Oak Creek,WI,53154-4833,Milwaukee,21,Suburb - Large,42.87453998,-87.86193002,21,7,1,694627.7822,269100.253599999
559,Saint Matthews Lutheran School,Horicon,S25766670,Elementary School,Private school,K4-08,Unknown,No,"308 Herman St  Iron Ridge, WI 53035-9734",https://www.stmatthewironridge.com,K4,08,6,2576,6670,,No,308 Herman St,Iron Ridge,WI,53035-9734,Dodge,42,Rural - Distant,43.396502,-88.52894502,38,13,5,639130.1533,325898.028000001
560,Saint Matthews Lutheran School,Janesville,S26956675,Elementary School,Private school,K4-08,Unknown,No,"709 Milton Ave  Janesville, WI 53545-1753",https://www.stmatthewsjanesville.org,K4,08,2,2695,6675,,No,709 Milton Ave,Janesville,WI,53545-1753,Rock,13,City - Small,42.69244699,-89.01510203,44,15,1,600676.9629,247132.675799999
561,Saint Matthias Parish School,Milwaukee,S36196690,Elementary School,Private school,K4-08,Unknown,Yes,"9300 W Beloit Rd  Milwaukee, WI 53227-4313",https://stmatthias-milw.org/school/,K4,08,1,3619,6690,All Students,No,9300 W Beloit Rd,Milwaukee,WI,53227-4313,Milwaukee,11,City - Large,42.986357,-88.02858698,61,21,4,680724.4556,281185.4487
562,Saint Monica Grade School,Whitefish Bay,S64196810,Elementary School,Private school,K4-08,Unknown,No,"5635 N Santa Monica Blvd  Whitefish Bay, WI 53217-4790",https://www.stmonica.school,K4,08,1,6419,6810,,No,5635 N Santa Monica Blvd,Whitefish Bay,WI,53217-4790,Milwaukee,21,Suburb - Large,43.11974899,-87.90724703,23,8,4,690247.7632,296238.5571
563,Saint Nicholas Catholic School,Freedom Area,S19536820,Elementary School,Private school,K4-08,Unknown,Yes,"W2035 County Road S  Freedom, WI 54130-7565",https://www.school.stnicholasfreedom.org/,K4,08,6,1953,6820,All Students,No,W2035 County Road S,Freedom,WI,54130-7565,Outagamie,41,Rural - Fringe,44.38506899,-88.28727497,5,2,8,656425.4588,436069.545399999
564,Saint Patrick's School,Mauston,S33606910,Combined Elementary/Secondary School,Private school,KG-08,Unknown,No,"325 Mansion St  Mauston, WI 53948-1329",https://www.stpatricksmauston.com,KG,08,5,3360,6910,,No,325 Mansion St,Mauston,WI,53948-1329,Juneau,43,Rural - Remote,43.797039,-90.07308404,70,24,3,514120.6151,369333.4067
565,Saint Patrick Catholic School,Hudson,S26116925,Elementary School,Private school,K4-08,Unknown,No,"403 Saint Croix St  Hudson, WI 54016-1399",https://www.stpatrickofhudson.org,K4,08,11,2611,6925,,No,403 Saint Croix St,Hudson,WI,54016-1399,Saint Croix,31,Town - Fringe,44.98273699,-92.75348901,30,10,7,302917.6284,504721.437799999
566,Saint Patrick School,Sparta Area,S54607000,Elementary School,Private school,K4-08,Unknown,Yes,"100 S L St  Sparta, WI 54656-2181",https://spartacatholic.org,K4,08,4,5460,7000,All Students,No,100 S L St,Sparta,WI,54656-2181,Monroe,32,Town - Distant,43.94384502,-90.81553399,95,32,3,454553.5648,385959.097899999
567,Saint Patricks Elementary,Onalaska,S40956930,Elementary School,Private school,K4-06,Unknown,Yes,"127 11th Ave N  Onalaska, WI 54650-2730",https://aquinasschools.org,K4,06,4,4095,6930,Voucher Students,No,127 11th Ave N,Onalaska,WI,54650-2730,La Crosse,13,City - Small,43.88560701,-91.22313303,94,32,3,421747.8777,379894.6479
568,Saint Paul's Evangelical Lutheran School,Oconomowoc Area,S40607140,Elementary School,Private school,K4-08,Unknown,Yes,"210 E Pleasant St  Oconomowoc, WI 53066-3050",https://www.splco.org,K4,08,1,4060,7140,Voucher Students,No,210 E Pleasant St,Oconomowoc,WI,53066-3050,Waukesha,21,Suburb - Large,43.11173799,-88.49561204,99,33,5,642398.7056,294321.543500001
569,Saint Paul's Evangelical Lutheran School,Algoma,S00707115,Elementary School,Private school,K4-08,Unknown,Yes,"1115 Division St  Algoma, WI 54201-1499",https://www.stpaulsalgoma.org,K4,08,7,0070,7115,Voucher Students,No,1115 Division St,Algoma,WI,54201-1499,Kewaunee,42,Rural - Distant,44.602356,-87.44446698,1,1,8,722804.3937,461955.6248
570,Saint Paul's Evangelical Lutheran School,Watertown Unified,S61257143,Elementary School,Private school,K4-08,Unknown,Yes,"W1956 Gopher Hill Rd  Ixonia, WI 53036-9718",https://www.stpaulsixonia.org,K4,08,2,6125,7143,Voucher Students,No,W1956 Gopher Hill Rd,Ixonia,WI,53036-9718,Jefferson,41,Rural - Fringe,43.17324498,-88.63053402,99,33,5,631309.4899,300963.899900001
571,Saint Paul's Evangelical Lutheran School,Onalaska,S40957144,Elementary School,Private school,K4-08,Unknown,Yes,"1201 Main St  Onalaska, WI 54650",https://www.stpaulsonalaska.org,K4,08,4,4095,7144,Voucher Students,No,1201 Main St,Onalaska,WI,54650,La Crosse,13,City - Small,43.88480901,-91.219172,94,32,3,422064.7551,379801.315099999
572,Saint Paul's Evangelical Lutheran School,Bangor,S02457133,Elementary School,Private school,K4-08,Unknown,Yes,"1301 Pearl St  Bangor, WI 54614-0257",https://www.stpaulsbangor.com,K4,08,4,0245,7133,Voucher Students,No,1301 Pearl St,Bangor,WI,54614-0257,La Crosse,42,Rural - Distant,43.89259701,-90.98513803,95,32,3,440874.9379,380415.576300001
573,Saint Paul's Lutheran School,Janesville,S26957267,Elementary School,Private school,K4-08,Unknown,Yes,"210 S Ringold St  Janesville, WI 53545-4199",https://www.stpaulsjanesville.com,K4,08,2,2695,7267,All Students,No,210 S Ringold St,Janesville,WI,53545-4199,Rock,13,City - Small,42.68444202,-89.008007,44,15,1,601268.5857,246250.5744
574,Saint Paul's Lutheran School,East Troy Community,S15407250,Elementary School,Private school,K4-08,Unknown,Yes,"2665 North St  East Troy, WI 53120-1322",https://stpaulset.org,K4,08,2,1540,7250,Voucher Students,No,2665 North St,East Troy,WI,53120-1322,Walworth,32,Town - Distant,42.79170402,-88.39651598,33,11,5,651139.3063,258931.079500001
575,Saint Paul's Lutheran School,West Allis-West Milwaukee,S63007240,Elementary School,Private school,K4-08,Unknown,Yes,"7821 W Lincoln Ave  West Allis, WI 53219",https://www.splcwa.org,K4,08,1,6300,7240,All Students,No,7821 W Lincoln Ave,West Allis,WI,53219,Milwaukee,21,Suburb - Large,43.00250398,-88.010931,14,5,4,682121.4772,283012.554400001
