OBJECTID,School Name,District,DPI Unique ID,School Type,Agency Type,Grade Range,School Style,Choice School?,Full Address,School Website,Lowest Grade,Highest Grade,CESA,District ID,School Code,Choice Reporting Type,Virtual?,Physical Street Address,City,State,ZIP Code,County,Locale Code,Locale,Latitude,Longitude,Wisconsin State Assembly,Wisconsin State Senate,US Congressional,x,y
442,Saint Ignatius of Loyola Catholic School,Kaukauna Area,S27580930,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"220 Doty St  Kaukauna, WI 54130-2188",https://www.stignatiuskaukauna.org,K4,12,6,2758,0930,Voucher Students,No,220 Doty St,Kaukauna,WI,54130-2188,Outagamie,22,Suburb - Midsize,44.284396,-88.27014303,5,2,8,658026.109,424915.919500001
443,Saint Jacobi Lutheran School,Whitnall,S64704070,Elementary School,Private school,K4-08,Unknown,Yes,"8605 W Forest Home Ave  Greenfield, WI 53228-3419",https://www.stjacobi.org,K4,08,1,6470,4070,Voucher Students,No,8605 W Forest Home Ave,Greenfield,WI,53228-3419,Milwaukee,21,Suburb - Large,42.95545301,-88.02055502,61,21,5,681460.1509,277768.882099999
444,Saint James Grade School,Eau Claire Area,S15544160,Elementary School,Private school,K4-05,Unknown,Yes,"2502 11th St  Eau Claire, WI 54703",https://www.regiscatholicschools.com,K4,05,10,1554,4160,Voucher Students,No,2502 11th St,Eau Claire,WI,54703,Eau Claire,13,City - Small,44.82461599,-91.52535999,93,31,3,399411.9919,484599.449200001
445,Saint James Catholic School,Madison Metropolitan,S32694120,Elementary School,Private school,KG-08,Unknown,No,"1204 Saint James Ct  Madison, WI 53715-1389",https://www.stjamesschool.org,KG,08,2,3269,4120,,No,1204 Saint James Ct,Madison,WI,53715-1389,Dane,11,City - Large,43.06613499,-89.40563702,77,26,2,568393.6156,288330.4187
446,Saint James Lutheran School,Shawano,S52644155,Elementary School,Private school,KG-08,Unknown,Yes,"324 S Andrews St  Shawano, WI 54166-2406",https://www.stjames-shawano.org,KG,08,8,5264,4155,Voucher Students,No,324 S Andrews St,Shawano,WI,54166-2406,Shawano,32,Town - Distant,44.77750701,-88.60485103,6,2,8,630383.9089,479181.4255
447,Saint Jerome Parish School,Oconomowoc Area,S40604180,Elementary School,Private school,K4-08,Unknown,Yes,"1001 S Silver Lake St  Oconomowoc, WI 53066-4267",https://stjerome.org,K4,08,1,4060,4180,Voucher Students,No,1001 S Silver Lake St,Oconomowoc,WI,53066-4267,Waukesha,21,Suburb - Large,43.09704598,-88.49308498,99,33,5,642633.643,292693.646199999
448,Saint Jerome Parochial Grade School,Columbus,S11834190,Elementary School,Private school,KG-08,Unknown,No,"1550 Farnham St  Columbus, WI 53925-1879",https://www.sjcolumbus.org/school,KG,08,5,1183,4190,,No,1550 Farnham St,Columbus,WI,53925-1879,Columbia,32,Town - Distant,43.32355602,-89.02091102,42,14,6,599384.1441,317211.558499999
449,Saint Joan Antida High School,Milwaukee,S36194210,High School,Private school,09-12,Unknown,Yes,"1341 N Cass St  Milwaukee, WI 53202-2796",https://www.saintjoanantida.org,09,12,1,3619,4210,Voucher Students,No,1341 N Cass St,Milwaukee,WI,53202-2796,Milwaukee,11,City - Large,43.04778101,-87.90297997,19,7,4,690794.8049,288254.830600001
450,Saint Joan of Arc School,Lake Country,S38624250,Elementary School,Private school,K4-08,Unknown,No,"120 Nashotah Rd  Nashotah, WI 53058",https://scsjcluster.org,K4,08,1,3862,4250,,No,120 Nashotah Rd,Nashotah,WI,53058,Waukesha,41,Rural - Fringe,43.09284899,-88.41454403,97,33,5,649034.2744,292345.437999999
451,Saint John's Ev Lutheran School,Sparta Area,S54604650,Elementary School,Private school,K4-08,Unknown,Yes,"419 Jefferson Ave  Sparta, WI 54656-2116",https://www.sjsparta.com,K4,08,4,5460,4650,Voucher Students,No,419 Jefferson Ave,Sparta,WI,54656-2116,Monroe,32,Town - Distant,43.942347,-90.81616699,95,32,3,454501.1216,385793.219799999
452,Saint John's Evangelical Lutheran School,Waupun,S62164855,Elementary School,Private school,K4-08,Unknown,No,"110 Edgelawn Dr  Fox Lake, WI 53933-9704",https://www.stjohnsfoxlake.org,K4,08,6,6216,4855,,No,110 Edgelawn Dr,Fox Lake,WI,53933-9704,Dodge,42,Rural - Distant,43.56731098,-88.90344502,37,13,6,608551.9869,344400.904899999
453,Saint John's Evangelical Lutheran School,Manitowoc,S32904315,Elementary School,Private school,K4-08,Unknown,No,"7531A English Lake Rd  Manitowoc, WI 54220-9524",https://www.sjln.org,K4,08,7,3290,4315,,No,7531A English Lake Rd,Manitowoc,WI,54220-9524,Manitowoc,41,Rural - Fringe,44.05135423,-87.75805684,25,9,6,699592.2775,400020.3629
454,Saint John's Evangelical Lutheran School,Jefferson,S27024670,Elementary School,Private school,K4-08,Unknown,Yes,"232 E Church St  Jefferson, WI 53549-1211",https://www.sjlwels.org,K4,08,2,2702,4670,Voucher Students,No,232 E Church St,Jefferson,WI,53549-1211,Jefferson,32,Town - Distant,43.00622102,-88.80447704,38,13,5,617435.7791,282199.0407
455,Saint John's Evangelical Lutheran School,Wauwatosa,S62444685,Elementary School,Private school,K4-08,Unknown,Yes,"1278 Dewey Ave  Wauwatosa, WI 53213-2599",https://www.sjtosa.org,K4,08,1,6244,4685,Voucher Students,No,1278 Dewey Ave,Wauwatosa,WI,53213-2599,Milwaukee,21,Suburb - Large,43.04831699,-88.00935897,18,6,4,682128.9525,288103.286699999
456,Saint John's Lutheran Grade School,Two Rivers Public,S58244800,Elementary School,Private school,K4-08,Unknown,Yes,"3607 45th St  Two Rivers, WI 54241",https://www.sjtworiversles.org,K4,08,7,5824,4800,Voucher Students,No,3607 45th St,Two Rivers,WI,54241,Manitowoc,32,Town - Distant,44.17339999,-87.59924997,25,9,6,711918.2442,413934.936799999
457,Saint John's Lutheran School,Lomira,S31714865,Elementary School,Private school,K4-08,Unknown,Yes,"558 Water St  Lomira, WI 53048",https://www.stjohnslomira.com,K4,08,6,3171,4865,Voucher Students,No,558 Water St,Lomira,WI,53048,Dodge,42,Rural - Distant,43.58843099,-88.43963802,37,13,6,645962.9514,347345.1675
458,Saint John's Lutheran School,Baraboo,S02804830,Elementary School,Private school,K4-08,Unknown,Yes,"515 5th St  Baraboo, WI 53913-2200",https://stjohnsbaraboo.org,K4,08,5,0280,4830,Voucher Students,No,515 5th St,Baraboo,WI,53913-2200,Sauk,32,Town - Distant,43.47206499,-89.73452698,40,14,2,541471.8843,333273.204700001
459,Saint John's Lutheran School,Mayville,S33674868,Elementary School,Private school,K4-08,Unknown,Yes,"520 Bridge St  Mayville, WI 53050-1552",https://www.stjohnsmayville.com,K4,08,6,3367,4868,All Students,No,520 Bridge St,Mayville,WI,53050-1552,Dodge,32,Town - Distant,43.496314,-88.55033497,37,13,6,637205.0025,336952.7064
460,Saint John's Lutheran School,Dodgeland,S27444837,Elementary School,Private school,K4-08,Unknown,Yes,"402 S Main St  Juneau, WI 53039-1015",https://stjohnsjuneau.org,K4,08,6,2744,4837,Voucher Students,No,402 S Main St,Juneau,WI,53039-1015,Dodge,42,Rural - Distant,43.40255859,-88.7044095,38,13,5,624909.9469,326334.906300001
461,Saint John's Lutheran School,Watertown Unified,S61254475,Elementary School,Private school,K4-08,Unknown,Yes,"317 N 6th St  Watertown, WI 53094-3811",https://www.stjohnswatertown.org,K4,08,2,6125,4475,Voucher Students,No,317 N 6th St,Watertown,WI,53094-3811,Jefferson,31,Town - Fringe,43.19563502,-88.71840001,38,13,5,624129.6386,303337.3279
462,Saint John's Lutheran School,West Bend,S63074890,Elementary School,Private school,K4-08,Unknown,Yes,"623 Congress St  Newburg, WI 53060",https://www.stjohnsnewburg.com,K4,08,6,6307,4890,Voucher Students,No,623 Congress St,Newburg,WI,53060,Washington,42,Rural - Distant,43.43179237,-88.04971792,58,20,5,677848.3391,330613.7245
463,Saint John's Lutheran School,Hamilton,S24204450,Elementary School,Private school,K4-08,Unknown,Yes,"20813 W Forest View Dr  Lannon, WI 53046-9711",https://www.stjohnslannon.org,K4,08,1,2420,4450,Voucher Students,No,20813 W Forest View Dr,Lannon,WI,53046-9711,Waukesha,21,Suburb - Large,43.145514,-88.169585,24,8,5,668843.2391,298600.254699999
464,Saint John's Lutheran School,Maple Dale-Indian Hill,S18974460,Elementary School,Private school,K4-08,Unknown,Yes,"7877 N Port Washington Rd  Glendale, WI 53217-3132",https://www.stjohnglendale.com,K4,08,1,1897,4460,Voucher Students,No,7877 N Port Washington Rd,Glendale,WI,53217-3132,Milwaukee,21,Suburb - Large,43.16118598,-87.91146103,23,8,4,689790.1858,300831.826300001
465,Saint John's Lutheran School,Burlington Area,S07774840,Elementary School,Private school,K4-08,Unknown,Yes,"198 Westridge Ave  Burlington, WI 53105-1742",https://www.stjohnsburlington.org,K4,08,2,0777,4840,Voucher Students,No,198 Westridge Ave,Burlington,WI,53105-1742,Racine,31,Town - Fringe,42.67605798,-88.29381302,33,11,1,659798.5384,246253.7764
466,Saint John's Lutheran School,Pardeeville Area,S42281272,Elementary School,Private school,K4-08,Unknown,No,"505 E LaFollette St  Pardeeville, WI 53954",https://www.stjohnspardeeville.org,K4,08,5,4228,1272,,No,505 E LaFollette St,Pardeeville,WI,53954,Columbia,42,Rural - Distant,43.53240601,-89.29466901,40,14,6,576991.58,340181.960000001
467,Saint John's Lutheran School,West Bend,S63074920,Elementary School,Private school,K4-08,Unknown,Yes,"899 S 6th Ave  West Bend, WI 53095-4613",https://stjohnsschoolwestbend.org,K4,08,6,6307,4920,Voucher Students,No,899 S 6th Ave,West Bend,WI,53095-4613,Washington,32,Town - Distant,43.41043147,-88.18308213,58,20,5,667105.8681,327997.338500001
468,Saint John's Lutheran School,Racine Unified,S46204910,Elementary School,Private school,K4-08,Unknown,Yes,"510 Kewaunee St  Racine, WI 53402-5095",https://www.stjohnsracine.org,K4,08,1,4620,4910,All Students,No,510 Kewaunee St,Racine,WI,53402-5095,Racine,13,City - Small,42.73966617,-87.78644954,62,21,1,701186.3199,254281.7521
469,Saint John's Lutheran School,Milwaukee,S36194655,Elementary School,Private school,K4-08,Unknown,Yes,"4001 S 68th St  Milwaukee, WI 53220-2423",https://stjohnsmilw.org,K4,08,1,3619,4655,All Students,No,4001 S 68th St,Milwaukee,WI,53220-2423,Milwaukee,11,City - Large,42.97182001,-87.99899601,61,21,4,683175.4565,279628.122099999
470,Saint John's Lutheran School,Portage Community,S45014770,Elementary School,Private school,KG-08,Unknown,Yes,"430 W Emmett St  Portage, WI 53901-1642",https://www.stjohnsportage.com,KG,08,5,4501,4770,Voucher Students,No,430 W Emmett St,Portage,WI,53901-1642,Columbia,32,Town - Distant,43.54418799,-89.47106398,40,14,6,562730.3108,341384.713
471,Saint John Bosco Catholic School,Sturgeon Bay,S56420460,Elementary School,Private school,K4-08,Unknown,Yes,"730 W Maple Street  Sturgeon Bay, WI 54235",https://www.johnboscoschool.org,K4,08,7,5642,0460,Voucher Students,No,730 W Maple Street,Sturgeon Bay,WI,54235,Door,32,Town - Distant,44.82967199,-87.39589796,1,1,8,725850.7747,487328.526799999
472,Saint John Ev Lutheran School,Waterloo,S61184710,Elementary School,Private school,K4-08,Unknown,Yes,"413 E Madison St  Waterloo, WI 53594-1235",https://stjohnwaterloo.com,K4,08,2,6118,4710,Voucher Students,No,413 E Madison St,Waterloo,WI,53594-1235,Jefferson,42,Rural - Distant,43.18438902,-88.98664798,46,16,5,602349.519,301789.6042
473,Saint John Evangelical Lutheran School,Wrightstown Community,S67344320,Elementary School,Private school,K4-08,Unknown,Yes,"261 Clay St  Wrightstown, WI 54180-1161",https://www.sjlswrightstown.com,K4,08,7,6734,4320,Voucher Students,No,261 Clay St,Wrightstown,WI,54180-1161,Brown,41,Rural - Fringe,44.32714002,-88.15847999,2,1,8,666829.2108,429857.668
474,Saint John Grade School,Little Chute Area,S31294350,Elementary School,Private school,K4-08,Unknown,Yes,"328 Grand Ave  Little Chute, WI 54140-1797",https://www.stjn.org,K4,08,6,3129,4350,Voucher Students,No,328 Grand Ave,Little Chute,WI,54140-1797,Outagamie,22,Suburb - Midsize,44.27798502,-88.31479502,5,2,8,654477.9051,424129.6636
475,Saint John Lutheran Grade School,Suring Public,S56704470,Elementary School,Private school,K4-08,Unknown,No,"8905 Saint John Rd  Suring, WI 54174-9706",https://www.stjohnlutheranhayes.org/school,K4,08,8,5670,4470,,No,8905 Saint John Rd,Suring,WI,54174-9706,Oconto,43,Rural - Remote,45.000838,-88.43855097,6,2,8,643064.2973,504229.404200001
476,Saint John Lutheran School,Berlin Area,S04344440,Elementary School,Private school,K4-08,Unknown,Yes,"146 Mound St  Berlin, WI 54923-1729",https://www.stjohnberlin.org,K4,08,6,0434,4440,Voucher Students,No,146 Mound St,Berlin,WI,54923-1729,Green Lake,32,Town - Distant,43.96700799,-88.95270496,39,13,6,604012.6392,388741.588
477,Saint John Lutheran School,Plymouth Joint,S44734483,Elementary School,Private school,K4-08,Unknown,Yes,"222 N Stafford St  Plymouth, WI 53073-1839",https://www.sjlseagles.com,K4,08,7,4473,4483,Voucher Students,No,222 N Stafford St,Plymouth,WI,53073-1839,Sheboygan,31,Town - Fringe,43.74959417,-87.97777659,27,9,6,682811.818,366048.6776
478,Saint John Lutheran School,Peshtigo,S43054682,Elementary School,Private school,KG-08,Unknown,Yes,"N1926 Church Rd  Peshtigo, WI 54157-9673",https://www.stjohnpeshtigo.org,KG,08,8,4305,4682,Voucher Students,No,N1926 Church Rd,Peshtigo,WI,54157-9673,Marinette,42,Rural - Distant,45.02815601,-87.86958998,36,12,8,687826.6594,508286.038000001
479,Saint John Lutheran School,Merrill Area,S35004480,Elementary School,Private school,KG-08,Unknown,Yes,"1104 E 3rd St  Merrill, WI 54452-2530",https://www.stjohnmerrill.org,KG,08,9,3500,4480,Voucher Students,No,1104 E 3rd St,Merrill,WI,54452-2530,Lincoln,32,Town - Distant,45.183543,-89.68517802,35,12,7,544733.4398,523388.2324
480,Saint John Lutheran School,Random Lake,S46414485,Elementary School,Private school,K4-08,Unknown,Yes,"W 5407 County Road SS  Random Lake, WI 53075-1237",https://www.stjohnrandomlake.org,K4,08,7,4641,4485,Voucher Students,No,W 5407 County Road SS,Random Lake,WI,53075-1237,Sheboygan,42,Rural - Distant,43.58572699,-87.965932,59,20,6,684211.7743,347872.1756
481,Saint John Lutheran School,D C Everest Area,S49704490,Elementary School,Private school,K4-08,Unknown,Yes,"164923 Cty Road Z  Wausau, WI 54403-5376",https://www.stjohnofwausau.org,K4,08,9,4970,4490,Voucher Students,No,164923 Cty Road Z,Wausau,WI,54403-5376,Marathon,41,Rural - Fringe,44.98862656,-89.48927948,35,12,7,560260.553,501813.8136
482,Saint John Paul II Classical School,Green Bay Area Public,S22891727,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"320 Victoria St  Green Bay, WI 54302",https://www.sjpclassicalschoolgreenbay.org,K4,12,7,2289,1727,Voucher Students,No,320 Victoria St,Green Bay,WI,54302,Brown,12,City - Midsize,44.49918998,-87.98324599,90,30,8,680330.2561,449297.368899999
483,Saint John Paul II School,Milwaukee,S36192850,Elementary School,Private school,K4-08,Unknown,Yes,"3344 S 16th St  Milwaukee, WI 53215-4996",,K4,08,1,3619,2850,All Students,No,3344 S 16th St,Milwaukee,WI,53215-4996,Milwaukee,11,City - Large,42.983502,-87.93341197,9,3,4,688491.8759,281054.903999999
484,Saint John Sacred Heart School,Kaukauna Area,S27584515,Combined Elementary/Secondary School,Private school,K4-08,Unknown,Yes,"N361 Military Rd  Sherwood, WI 54169",https://www.stjohnsacredheart.org,K4,08,6,2758,4515,Voucher Students,No,N361 Military Rd,Sherwood,WI,54169,Calumet,41,Rural - Fringe,44.17216102,-88.26068196,3,1,8,659045.0684,412465.525900001
485,Saint John Saint James Lutheran School,Reedsville,S47608257,Elementary School,Private school,K4-08,Unknown,Yes,"219 Manitowoc St  Reedsville, WI 54230",https://www.stjohnstjames.com,K4,08,7,4760,8257,Voucher Students,No,219 Manitowoc St,Reedsville,WI,54230,Manitowoc,42,Rural - Distant,44.15127202,-87.94948796,2,1,6,683980.8021,410718.852600001
486,Saint John School,Waunakee Community,S61814720,Elementary School,Private school,KG-08,Unknown,No,"114 E 3rd St  Waunakee, WI 53597-1494",https://stjb.org,KG,08,2,6181,4720,,No,114 E 3rd St,Waunakee,WI,53597-1494,Dane,21,Suburb - Large,43.18921599,-89.45351898,81,27,2,564405.8864,301972.197699999
487,Saint John School,Edgar,S15614330,Elementary School,Private school,K4-08,Unknown,Yes,"125 N 4th Ave  Edgar, WI 54426",https://edgarcatholic.org/stj/school/,K4,08,9,1561,4330,Voucher Students,No,125 N 4th Ave,Edgar,WI,54426,Marathon,42,Rural - Distant,44.92416987,-89.96577296,86,29,7,522701.1703,494527.259299999
488,Saint John the Baptist Catholic School,Plymouth Joint,S44734543,Elementary School,Private school,K4-08,Unknown,Yes,"116 Pleasant St  Plymouth, WI 53073-1666",https://www.sjbplymouth.org,K4,08,7,4473,4543,All Students,No,116 Pleasant St,Plymouth,WI,53073-1666,Sheboygan,31,Town - Fringe,43.748007,-87.98436196,27,9,6,682285.9014,365859.472899999
489,Saint John the Baptist Grade School,Jefferson,S27024537,Elementary School,Private school,K4-08,Unknown,No,"333 E Church St  Jefferson, WI 53549-1505",https://www.stjohnbaptist.net,K4,08,2,2702,4537,,No,333 E Church St,Jefferson,WI,53549-1505,Jefferson,32,Town - Distant,43.00704899,-88.802255,38,13,5,617615.5674,282293.5666
490,Saint John the Baptist Primary School,Marshfield Unified,S33394360,Elementary School,Private school,K4-02,Unknown,Yes,"307 N Walnut Ave  Marshfield, WI 54449-2039",https://www.columbuscatholicschools.org,K4,02,5,3339,4360,All Students,No,307 N Walnut Ave,Marshfield,WI,54449-2039,Wood,32,Town - Distant,44.67094599,-90.17390098,86,29,7,506215.7198,466412.434599999
491,Saint John the Baptist School: GRACE,Howard-Suamico,S26044532,Elementary School,Private school,K4-08,Unknown,Yes,"2561 Glendale Ave  Green Bay, WI 54313-6898",https://www.sjbhschool.org,K4,08,7,2604,4532,Voucher Students,No,2561 Glendale Ave,Green Bay,WI,54313-6898,Brown,22,Suburb - Midsize,44.56443899,-88.08359003,4,2,8,672182.8555,456353.194399999
492,Saint John the Evangelist,Greenfield,S23034560,Elementary School,Private school,K4-08,Unknown,Yes,"8500 W Coldspring Rd  Greenfield, WI 53228-2850",https://sje.k12.wi.us,K4,08,1,2303,4560,All Students,No,8500 W Coldspring Rd,Greenfield,WI,53228-2850,Milwaukee,21,Suburb - Large,42.96728302,-88.02014397,61,21,5,681462.73,279083.4224
493,Saint John the Evangelist School,River Valley,S55234548,Elementary School,Private school,K4-06,Unknown,No,"209 N Washington St  Spring Green, WI 53588",https://www.stjohns-springgreen.org,K4,06,3,5523,4548,,No,209 N Washington St,Spring Green,WI,53588,Sauk,42,Rural - Distant,43.178058,-90.06927102,40,14,2,514370.1641,300590.4714
494,Saint John Vianney Catholic School,Janesville,S26954630,Elementary School,Private school,K4-08,Unknown,No,"1250 E Racine St  Janesville, WI 53545-4820",https://www.sjvknights.org,K4,08,2,2695,4630,,No,1250 E Racine St,Janesville,WI,53545-4820,Rock,13,City - Small,42.677665,-89.00734701,44,15,1,601331.4951,245498.6655
495,Saint John Vianney Grade School,Elmbrook,S07144620,Elementary School,Private school,K4-08,Unknown,No,"17500 Gebhardt Rd  Brookfield, WI 53045-5096",https://stjohnv.org,K4,08,1,0714,4620,,No,17500 Gebhardt Rd,Brookfield,WI,53045-5096,Waukesha,21,Suburb - Large,43.05468099,-88.12934198,15,5,5,672340.8574,288585.1666
496,Saint John XXIII Catholic School,Port Washington-Saukville,S45152312,Elementary School,Private school,K4-08,Unknown,Yes,"1802 N Wisconsin St  Port Washington, WI 53074-1047",https://stjohn23rd.school,K4,08,1,4515,2312,Voucher Students,No,1802 N Wisconsin St,Port Washington,WI,53074-1047,Ozaukee,31,Town - Fringe,43.40900166,-87.86912999,22,8,6,692529.5288,328440.602499999
497,Saint Johns Evangelical Lutheran School,Neillsville,S38994680,Elementary School,Private school,KG-08,Unknown,No,"805 W 5th St  Neillsville, WI 54456-1698",https://www.stjohnsneillsville.com/school,KG,08,10,3899,4680,,No,805 W 5th St,Neillsville,WI,54456-1698,Clark,43,Rural - Remote,44.56031409,-90.60654327,69,23,7,471830.8964,454287.657199999
498,Saint Johns Lutheran School,Denmark,S14074867,Elementary School,Private school,K4-08,Unknown,No,"14323 S Maribel Rd  Maribel, WI 54227-9796",https://www.stjohnmaribel.com/school,K4,08,7,1407,4867,,No,14323 S Maribel Rd,Maribel,WI,54227-9796,Manitowoc,42,Rural - Distant,44.27116001,-87.80597796,2,1,6,695101.8107,424331.570699999
499,Saint Johns Lutheran School,Mukwonago,S38224885,Elementary School,Private school,K4-08,Unknown,Yes,"410 W Veterans Way  Mukwonago, WI 53149-1114",https://www.stjohnslutheran-muk.org,K4,08,1,3822,4885,Voucher Students,No,410 W Veterans Way,Mukwonago,WI,53149-1114,Waukesha,41,Rural - Fringe,42.87524699,-88.34298797,84,28,5,655334.6718,268293.0568
500,Saint Johns NW Military Academy,Kettle Moraine,S13764930,High School,Private school,06-12,Unknown,Yes,"1101 Genesee St  Delafield, WI 53018-1411",https://www.sjnma.org,06,12,1,1376,4930,Voucher Students,No,1101 Genesee St,Delafield,WI,53018-1411,Waukesha,21,Suburb - Large,43.06381299,-88.40615802,97,33,5,649778.0723,289133.8495
501,Saint Josaphat Parish School,Milwaukee,S36194950,Elementary School,Private school,K4-08,Unknown,Yes,"801 W Lincoln Ave  Milwaukee, WI 53215-3296",https://www.sjpsmke.com,K4,08,1,3619,4950,All Students,No,801 W Lincoln Ave,Milwaukee,WI,53215-3296,Milwaukee,11,City - Large,43.0026,-87.92161101,8,3,4,689401.5699,283199.5408
502,Saint Joseph Academy,Milwaukee,S36198224,Elementary School,Private school,K4-08,Unknown,Yes,"1600 W Oklahoma Ave  Milwaukee, WI 53215",https://www.sjamilwaukee.org,K4,08,1,3619,8224,Voucher Students,No,1600 W Oklahoma Ave,Milwaukee,WI,53215,Milwaukee,11,City - Large,42.98915798,-87.93440397,9,3,4,688395.5481,281681.0297
503,Saint Joseph Catholic Academy,Kenosha,S27935220,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"2401 69th St  Kenosha, WI 53143-5272",https://www.sjcawi.org,K4,12,1,2793,5220,Voucher Students,No,2401 69th St,Kenosha,WI,53143-5272,Kenosha,13,City - Small,42.57047399,-87.83797001,65,22,1,697449.6571,235383.9279
504,Saint Joseph Catholic School,Mukwonago,S38225000,Elementary School,Private school,K4-08,Unknown,Yes,"S89W22650 Milwaukee Ave  Big Bend, WI 53103",https://www.stjoesbb.com,K4,08,1,3822,5000,Voucher Students,No,S89W22650 Milwaukee Ave,Big Bend,WI,53103,Waukesha,41,Rural - Fringe,42.88272499,-88.20276603,84,28,5,666769.691,269358.457800001
505,Saint Joseph Catholic School,Stratford,S56285160,Elementary School,Private school,K4-08,Unknown,Yes,"119210 Larch St  Stratford, WI 54484",,K4,08,9,5628,5160,Voucher Students,No,119210 Larch St,Stratford,WI,54484,Marathon,42,Rural - Distant,44.80432973,-90.0728967,86,29,7,514235.1037,481216.8716
506,Saint Joseph Catholic School,Stanley-Boyd Area,S55935020,Elementary School,Private school,K4-05,Unknown,Yes,"813 E Patten St  Boyd, WI 54726-9123",https://www.allsaintscathcom.com,K4,05,10,5593,5020,Voucher Students,No,813 E Patten St,Boyd,WI,54726-9123,Chippewa,42,Rural - Distant,44.94976899,-91.03593303,69,23,7,438281.3078,497892.345899999
507,Saint Joseph Grade School,Fort Atkinson,S18835330,Elementary School,Private school,KG-08,Unknown,No,"1650 Endl Blvd  Fort Atkinson, WI 53538-2855",https://www.stjosephfort.org,KG,08,2,1883,5330,,No,1650 Endl Blvd,Fort Atkinson,WI,53538-2855,Jefferson,32,Town - Distant,42.90345101,-88.84626904,46,16,5,614186.2912,270738.8913
508,Saint Joseph Grade School,Menomonie Area,S34445100,Elementary School,Private school,K4-05,Unknown,Yes,"910 Wilson Ave  Menomonie, WI 54751-2779",https://menomoniecatholic.org,K4,05,11,3444,5100,Voucher Students,No,910 Wilson Ave,Menomonie,WI,54751-2779,Dunn,32,Town - Distant,44.87520601,-91.91910802,92,31,3,368416.7902,490879.0222
509,Saint Joseph Grade School,Southwestern Wisconsin,S24855060,Elementary School,Private school,K4-08,Unknown,No,"780 County Hwy Z  Hazel Green, WI 53811-9709",,K4,08,3,2485,5060,,No,780 County Hwy Z,Hazel Green,WI,53811-9709,Grant,41,Rural - Fringe,42.53132301,-90.53360801,49,17,3,476177.3284,228909.0997
510,Saint Joseph Grade School,Dodgeville,S14285030,Elementary School,Private school,K4-08,Unknown,No,"305 E Walnut St  Dodgeville, WI 53533-1798",https://stjoedodge.org/,K4,08,3,1428,5030,,No,305 E Walnut St,Dodgeville,WI,53533-1798,Iowa,32,Town - Distant,42.95772777,-90.12679789,51,17,2,509657.83,276128.352600001
511,Saint Joseph Parish School,Prescott,S45784975,Elementary School,Private school,K4-06,Unknown,No,"281 Dakota St S  Prescott, WI 54021-1603",https://school.stjosephprescott.com,K4,06,11,4578,4975,,No,281 Dakota St S,Prescott,WI,54021-1603,Pierce,41,Rural - Fringe,44.74675599,-92.79790296,29,10,3,298512.3218,478627.3882
512,Saint Joseph Parish School,Grafton,S22175340,Elementary School,Private school,K4-08,Unknown,Yes,"1619 Washington  St  Grafton, WI 53024-2004",https://www.stjosephgrafton.org,K4,08,1,2217,5340,Voucher Students,No,1619 Washington  St,Grafton,WI,53024-2004,Ozaukee,31,Town - Fringe,43.319347,-87.94633503,22,8,6,686523.4949,318326.6535
513,Saint Joseph School,Wauwatosa,S62444980,Combined Elementary/Secondary School,Private school,K4-08,Unknown,Yes,"2750 N 122nd St  Wauwatosa, WI 53222-4013",https://www.stjosephschooltosa.com,K4,08,1,6244,4980,Voucher Students,No,2750 N 122nd St,Wauwatosa,WI,53222-4013,Milwaukee,21,Suburb - Large,43.06826399,-88.06422197,13,5,4,677609.3658,290213.921499999
514,Saint Joseph School,Baraboo,S02804990,Elementary School,Private school,K4-08,Unknown,No,"310 2nd St  Baraboo, WI 53913-2595",https://www.stjosephbaraboo.com,K4,08,5,0280,4990,,No,310 2nd St,Baraboo,WI,53913-2595,Sauk,32,Town - Distant,43.46863398,-89.73843999,40,14,2,541156.5907,332891.164000001
515,Saint Joseph School,Ashwaubenon,S01821508,Elementary School,Private school,K4-08,Unknown,No,"991 Pilgrim Way  Green Bay, WI 54304",https://www.saintjosephschoolinc.com,K4,08,7,0182,1508,,No,991 Pilgrim Way,Green Bay,WI,54304,Brown,22,Suburb - Midsize,44.48324601,-88.07460798,89,30,8,673108.7251,447351.1328
516,Saint Joseph School,Rice Lake Area,S48025150,Elementary School,Private school,K4-08,Unknown,Yes,"128 W Humbird St  Rice Lake, WI 54868-1694",https://www.sjsricelake.org,K4,08,11,4802,5150,Voucher Students,No,128 W Humbird St,Rice Lake,WI,54868-1694,Barron,33,Town - Remote,45.50490902,-91.73838799,67,23,7,384197.4477,560511.6448
517,Saint Jude the Apostle Grade School,Wauwatosa,S62445440,Elementary School,Private school,K4-08,Unknown,No,"800 Glenview Ave  Wauwatosa, WI 53213-3308",https://www.stjudeschoolwauwatosa.org,K4,08,1,6244,5440,,No,800 Glenview Ave,Wauwatosa,WI,53213-3308,Milwaukee,21,Suburb - Large,43.04001698,-88.01355697,18,6,4,681808.8563,287173.434900001
